word,translation,audiourl
kahkēwak-ohkē,Make drymeat,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/44aa8b24-8fdf-45be-921b-c3ad9642aa70/967a.mp3
kahkēwak-ohkē-k,All of you make drymeat!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/403bc105-9e9a-463e-a2ad-cf150210d385/1027a.mp3
kahkihtwām,"over and over again, repeatedly",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cf8550b1-4ad2-4c02-940a-8e4271076a93/716a.mp3
kahkominakāk,Pepper,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9a5c29de-5add-4785-bb7e-f849dac1d9dd/805a.mp3
kahkwēyihtam,He is jealous.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/51d239ab-ab9f-4d94-8dc1-b7193339fba7/837a.mp3
kah!,"exclamation: Oh!; I see; that’s it, it’s it.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cd761433-4037-4053-babf-b50612f8b887/36a.mp3
kah-kēyāskōw,He is repeatedly telling lies or fibs.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d9030263-5f06-4ff6-b036-9ceff011257c/976a.mp3
kah-kimōwan,It continually rains. periodic showers. It keeps on raining.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1947a301-b910-4e12-a7f5-c26749e692a2/894a.mp3
kah-kitow,he calls repeatedly- as in an animal,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/136b4b54-98d9-4237-8f11-7ba7d4068e63/514a.mp3
kakatāch,preferably (seems in negative way),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8db32328-0d69-4663-85f2-ffad4ea1c755/515aa.mp3
kakāyawisiw,he is- industrious/ works hard.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0e501754-928a-4975-a97c-eb6866d4c797/672a.mp3
kakē -ayāwāw,You can have him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/82e8fa58-7cfc-48d1-9b7d-2e188b5db180/918a.mp3
kakēpātis,"A stupid person, A moron.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/587138f7-187f-42c6-a868-f184eede9f68/577a.mp3
kakēskim,kakwēskimturn/himaround counsel,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5cd8faf1-1a57-4d6f-930e-daa8267cc4bb/496a.mp3
kakwecihkemowina,The act of asking or inquiring,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/adb5f3c6-b8c8-4bf9-becc-3d99d41edf16/83c.mp3
kakwē,try to - preverb,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d4e9b9dd-fd70-4b19-956b-501a184f34eb/27c.mp3
kakwēcihkēmōwin,The act of asking or inquiring.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/025f8b05-5d07-4148-8234-6b63e2220160/906a.mp3
kakwēyāhiwin,The act of hurrying.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8855ce3d-bde8-48e7-9535-c52d3abdb9ce/82c.mp3
kakwēyāhōwin,The act of hurrying,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3b849028-baab-4e5c-b331-c0f5c811f55b/903a.mp3
kamik,suffix - for any kind of building eg. atawēw-kamik (store),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7cadf944-4b4d-418e-8d1f-989762839736/117a.mp3
kanakē,At least,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d3efad43-f4ec-4fae-a141-52749270f495/279a.mp3
kanakēs,for a brief moment,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b077be96-1350-484a-98ea-d11adf81cd05/394a.mp3
kanawapokewin,The act of keeping and guarding a house.,
kanawāpahta,Look at it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/808b382c-7229-461d-b8d1-f8bce3c822b6/828a.mp3
kanawāpam,Look at him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/630d2a1f-0dd4-4172-8f82-c84facd5e8b1/559a.mp3
kanawēyihta,keep it (as in for safe keeping),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/55fcb21a-9d27-4888-a636-b7cf4147d877/829a.mp3
kanawēyim,keep him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/64dd58aa-52ac-4e12-a721-55a35b6fb4a0/579a.mp3
kanācih,Clean him (up) or clean it up (animate object).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/02e9bbae-bb0e-4b70-8fb6-e7df90cabb49/333a.mp3
kanātastēw,It is clean (meaning the place),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3b884476-0762-4d70-9881-6db0b865245c/99c.mp3
kanātatisōwin,A quality held to be of great moral value,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a32df421-d4a7-4f6e-8041-992553864c1b/974a.mp3
kanātisiwin,The act of being clean (cleanliness),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fc2b3c1f-b9c0-4ad9-9581-65460b9faee3/834a.mp3
kanātisi-w,"He is clean, pure",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1f9a09c5-c801-47fc-b598-cfba547b3148/675a.mp3
kanwapokēwin,The act of keeping anf guarding a house.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8c7d34ab-4e50-455d-9213-ba4cb5b598f5/833a.mp3
kapēsiw,He sleeps overnight or he camps overnight,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a2b5eaca-2a43-4575-8623-4f7adccb7f92/332a.mp3
kapēsiwin,"A camp, a resting spot, a campground.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2178d6f1-1465-45a1-b08e-7812d10c3d59/523a.mp3
kapēyayihk,During. All during the course of.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/09bbdf06-c162-4a13-8a40-7dda0c875f94/668a.mp3
kasēcihceēwin,The act of wiping or washing your hands,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a8536ae2-dd80-4f60-99d1-0247c1e25118/815a.mp3
kaskam,short cut - also is a prefix to verbs ef walk,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/788f5cc3-faf3-4a03-ae51-219aeff88dfa/190a.mp3
kaskatinōwipēsim,October - Freezing Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d34fd242-9456-40e3-9609-16b4a2429ad2/1022a.mp3
kaskāpahtew,It is smokey.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/97601c8c-1299-4406-b3bd-42267f1bd588/907a.mp3
kaskāpasam,he smokes it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ed67ef5e-3c9a-4622-beb9-15f1ae7d6dd5/668a.mp3
kaskēyihtam,He feels alone and cut off (from loved ones),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/15dfac1e-c1b1-4b7e-86a6-5cc9f215fe1e/849a.mp3
kaskēyimēw,He/she is lonesome for her/him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c43e9733-7d77-4536-a9e7-cc0e6f82e8f2/850a.mp3
kaskihēw,He convinces and makes him do something.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/161a92d7-2002-4f70-a6bd-f05a647d50f9/483a.mp3
kaskihow,He succeeds (after much difficulty),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bc706dc0-6b83-4576-bee8-57972b7b7590/425a.mp3
kaskihtāw,He is able to do it or he succeeds,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8ba37b08-f5d7-4c17-b727-f382042a798f/654a.mp3
kaskihtāwin,Having the ability.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e4e6fd3f-f419-40c8-baa0-87222f76c4ef/908a.mp3
kaskikātēsin,He broke his leg (through a fall),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9d6e6a9e-4728-4232-969e-de208360de22/860a.mp3
kaskikwācikē,Sew by hand - paying attention to detail,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/785f9676-c5c5-4da8-9394-417df9e5bf39/916a.mp3
kaskikwāsoh,Sew by sewing machine.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1f4aa5d1-7564-431a-acfd-17f3023508a1/755a.mp3
kaskikwāsowin,The act of sewing.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/76f74d41-cb47-495d-ab1a-584e970db73e/961a.mp3
kaskim,convince him or persuade him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2ef4c7ed-9fab-47e5-8310-e68de597fc19/214a.mp3
kaskimihk,All of you persuade him to agree.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0866ebe4-6114-4d4e-b749-9958db3ca87c/484a.mp3
kaskina,Break it off ( like a twig),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8ed8af29-863e-4a1d-87fe-82639fd552e9/51c.mp3
kaskitēwacāpō,He has dark eyes. (or He HAS A BLACK EYE OR EYES).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cab98232-8f06-4ed6-9008-c85b364b96b9/1017a.mp3
kawa,chop it or fall it down (animate object),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a308672a-ae10-4675-9cdc-48f21834dba4/31a.mp3
kawisimo,stem kawi is fall,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5f46429f-bdb1-47fb-83b2-21da6cea43f7/426a.mp3
kawiwēpin,kawi=prefix fall down/ wēpin = throw,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/33095b6f-a86e-4aaa-a8c0-99eb1c65b628/632a.mp3
kayahtē,Before -the same as it was.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3e883cc8-db21-4342-8aa9-91637a26b4e5/396a.mp3
kayāsēs,A long while back.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f1dcb913-80d8-4b59-a7d8-a449e15683d8/463a.mp3
kayesowina,The act of doing something deceitful.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/702f2e60-446f-4b35-acd9-e744e03fffcb/560a.mp3
kayēsowin,"The act of doing something crooked, deceitful.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0cd0449c-40e2-4691-b27d-c73a8f77d03e/525a.mp3
kayēyisiw/ kakayēyisiw,He is dishonest. He is wise in a dishonest way.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7a61a196-df0d-44da-8ae0-220298d6ea7d/799a.mp3
kācikewin,A hideaway. Something hidden.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ba8f3b34-d135-4e8c-9fe5-8d524d1dfa30/580a.mp3
kācikēwin,A hideaway; Something that is hidden,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0c3c5a7c-bb65-4e85-a0a3-30708bec445b/676a.mp3
kāhkiyaw,All of it. The full amount.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7220fa5f-a303-40f0-b16c-19b85f1014f4/393a.mp3
kākēcihiwēwin,The act of consoling.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d7fcfb9b-e0df-4bef-a6d4-aae1d3b53cd4/964a.mp3
kākēcihiwēwina,The act of placating.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5b7ffb70-10e2-4674-85e2-9cac59a9eeb1/988a.mp3
kākēhcisāyāwin,Being in the state of vulnerability,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5b7ffb70-10e2-4674-85e2-9cac59a9eeb1/988a.mp3
kākēsimōw,He is praying to the Creator,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/00fc383c-cd33-4e5d-bc2e-485a26be53f4/673a.mp3
kākwak,Porcupines.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f4b29e6c-7865-4ce9-8634-20a989165164/35c.mp3
kāmwātapiwin,The act of sitting quietly and not moving.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a3214e9a-a1ee-46b9-ae10-19d334bf99cc/972a.mp3
kāmwāteyihtākosiwin,Being thought of as quiet.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d7ef751c-4ec4-4703-8a98-9c003c7168e9/797a.mp3
kāmwātisiw,he is quiet,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/78daa5df-a378-41a1-8c8f-361ec3a50418/855a.mp3
kāmwātisiwin,Quiet in an individual; gentleness.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7bf74036-b9a5-4f56-9282-f88d2a61e7b0/1020a.mp3
kām¯wātan,It is quiet.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a591119c-105f-45dd-b72b-ff92044b735e/854a.mp3
kās,hide him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ad2b1b46-d39e-433e-8da9-d60c563c615b/39a.mp3
kāsēcihcē,Wash your hands.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7f6fc938-d1f0-455d-a11a-c10ac8b6c451/847a.mp3
kāsēcihcēw,He washes his hands.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/007916d5-3e34-490d-bd34-b38e8d51892b/848a.mp3
kāsēha,Wipe it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/66de8958-b3b4-406a-92c4-432991ae5c2a/350a.mp3
kāsēhkwankān,A face cloth for washing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bb63bea4-212f-442b-8cbf-71ff1e428736/985a.mp3
kāsēyākanē,Wipe the dishes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b0efcb17-c415-4c2d-894b-a0beeb55872f/961a.mp3
kāsihkwē,Wash your face,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/97c44e57-a82c-49c4-a217-d9b8b2901562/575a.mp3
kāskaha,scrape it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1b481a91-5ef4-4183-9dba-2b5703dad751/351a.mp3
kāskina,break it off ( as in a twig),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c14394a4-4ab6-4fa4-a480-52efe1dbf6d3/329a.mp3
kāskipāsōw,He shaves. or he is shaving,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/26f8bcaf-cc2a-409e-b194-57439d49c4d1/733a.mp3
kāsō,hide!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4816df8e-f67a-469d-8114-b1d5d2e83cfd/100a.mp3
kāsōw,He hides.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c9755767-0913-4915-9dc2-7e319e3a0824/261a.mp3
kātā,Hide it.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1514e7d7-2dcf-4bab-beb9-0b76c79b4638/230a.mp3
kātāk,All of you hide it!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/558c43b6-5126-43ff-8d2e-0cfecd178290/262a.mp3
kāwih,again,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9cec3a2f-b844-442c-a44e-9e3ce3d73228/231a.mp3
kāya,Don’t,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1a886a8f-8c3d-4475-b433-a1c1ea189395/66a.mp3
kāyawātisiw,He is quick and efficient- good hard worker,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/74c11043-d49c-4457-b603-d21eb4c9a4b7/607a.mp3
kāyawiya,Do not or don’t,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/196f3616-0926-4039-a52d-336cbd6342db/610a.mp3
kāyān,you can have it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/466bc2e4-94c9-40b1-bcac-b55e85e02626/247a.mp3
kāyāwāw or kikāyāwāw,you have him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/05a79b73-8ad4-4ad3-a4a7-28baa624b788/800a.mp3
kehcinahōw,He is certain; he is sure,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a76766bb-c032-41ae-8de2-c4023cc2ce71/628a.mp3
kehcinā,For sure; Certainly; Surely- sometimes used as a reply,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a14644e4-b70e-4917-9612-347b24fb0f7c/259a.mp3
kehcināho,Make certain; Be sure,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/90fb13fb-93fe-4041-8299-76c61d991f30/629a.mp3
kehitwēw,"He did say, he said",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4fca21ca-02da-4b52-8176-62c41ef8f203/880a.mp3
kehkwāhākēsis,A small wolverine or a young one,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9952e4c8-18d5-45ce-aaa6-6533a6f574e6/712a.mp3
kekway,What,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1aa01e5a-4e7a-44d5-adc9-6314c805a537/216a.mp3
kepihtinkewin,The state of withholding animate or inanimate objects,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6643c1b1-2445-45eb-bd8c-c314ec758455/882a.mp3
kēci,one of your kind -nēhēyaw Cree or fellow Cree,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6244c9c6-29cf-4a57-969c-dd8eb55e11ed/17c.mp3
kēcikon,Take it off (animate object- a thing with life properties),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9baa84e0-6470-45f6-a641-93d8175adcb9/418a.mp3
kēcikona,Take it off (inanimate object - thing),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e410fef4-f3fd-4987-880c-00b9dcd1acdc/464a.mp3
kēhokēwin,Visiting or the act of visiting,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2f58a834-08f1-4969-b153-2eaede1a37d8/669a.mp3
kēhsāspinē,might as well,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1351c9ac-2939-4ca6-bb36-ff9cce1a7783/767a.mp3
kēhsēyihtam,He makes up his mind.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a4050190-8e42-4e3a-84bd-6a8c4b28f6e4/857a.mp3
kēkā -mitātaht,The number nine,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/89579ec8-d5a1-4a81-b722-c19a6daf3949/1024a.mp3
kēkāc,"almost, nearly",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7c43de9d-7152-4e05-b2d0-4ab5027aaa9f/294a.mp3
kēko,which one of what type,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/35c15eef-e1d8-459b-a7c6-72b46c9a625f/29a.mp3
kēkway,something,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d361974b-eda6-4024-bd85-62270caf6096/449a.mp3
kēmōcinākosiw,"She, He appears or looks sneaky.",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e28efab7-56cb-434d-bcb3-6b1608b435fb/982a.mp3
kēpa,soon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e7431795-c900-4269-a460-5b819d4bb9c1/67a.mp3
kēsastā,Finish setting things in place,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/48b2f772-8861-4fb4-91ab-a3be854b9da9/468a.mp3
kēsāc,now instead of later,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3a00a1b4-2353-4cd4-a6d5-f0afebdad7f1/281a.mp3
kēsi,"prefix denotes finishing, completing or through with",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/799d071e-f8d6-4f07-9f26-a40364b37b70/22c.mp3
kēsiska,make it on time; Beat the deadline,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1be8d283-33b5-49c7-aa25-7e4bba102c52/419a.mp3
kēskahamā,Cut your hair.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/adb95583-7bf4-4f2b-bb3f-96927eac5aa3/738a.mp3
kēskasākay,A skirt,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/30f3b359-b1b8-4648-a4a0-2d6d12984ac6/777a.mp3
kēskasākaya,Skirts,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0938c984-22c3-48b7-9327-d8c7cd0cfcf6/866a.mp3
kēskicāsis,A pair of shorts,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f00f32d5-9576-41df-9859-572f9e695c63/778a.mp3
kēskisa,Cut it off.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7e87750e-bf90-481d-b929-dc3f07773629/430a.mp3
kēso,prefix - to mean warmth,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/34f6ba03-3539-478d-a71c-401ff281df33/102a.mp3
kēsōsōwin,The state of being warm,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a2dbafa0-b7eb-4b53-974c-d84df4706ecc/702a.mp3
kēspin,"if, in case,",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/91d66d18-7a23-431e-950e-b2ce4c9ce7b2/39c.mp3
kēspinata,Earn it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4a4042a1-cd17-475e-9598-9ae70d9d883d/633a.mp3
kēstawāw,All of you too.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7f5493e8-37be-4f2c-a960-7ff7c4288fb2/634a.mp3
kētahtawē,sometime if,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0a5c4a3a-8c31-4a32-a791-4283a8dc6ef3/717a.mp3
kētasikanē,Take off your socks,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f988287d-b536-41a8-9fe6-c636d86b5c86/781a.mp3
kētaskisinē,Take off your shoes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3d6237ed-696b-4ad0-90cc-eca038bb32a5/868a.mp3
kētastotinē,Take off your hat.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c20178e2-33f1-4c19-8210-02df8b7de1ac/869a.mp3
kēwācawasis,An orphan child,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/63ff7bc1-d61e-48c7-bc82-afc2220daf0f/900a.mp3
kēwē,prefix- He was intening to or he was going to,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/28a735df-dad8-4e19-b27f-3b1e89b03f81/173a.mp3
kēyanaw,Us or we,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/adcbff35-2dec-4c2c-b0d4-4fd82f1a7840/550a.mp3
kēyiwēhk,That will help or that’s better than nothing.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7e376864-4d7c-478e-bd4f-13ba7b0904c3/638a.mp3
kēyokē,visit,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5bad195a-3be4-4c14-9c48-d2c0611171f3/452a.mp3
ki,prefix for second person you or yours,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f9b488a7-52ba-46be-b852-f43b4dd44f30/3a.mp3
kihcē pēkiskwēwin,The act of speaking the truth,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/55d00ed3-11fd-4de2-95a3-25c2f53fb859/1038a.mp3
kihcēyihta/kakihcēyihta,To receive or give an eagle feather is to show honor,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f7ab2048-4669-40eb-b8c0-a30605165bdf/798a.mp3
kihci,prefix denotes: greatness or importance,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8a24f963-16b1-4d19-bc8d-7ab1e360708b/84a.mp3
kihēwak,Eagles,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9b8ed522-bcd8-4bba-a106-a1347187f49c/236a.mp3
kihkahtoskōwak,They are always quarreling. They are argumentative.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bce06e29-c5f4-45ba-a78e-3025274526d3/995a.mp3
kihkahtōwak,They are quarreling,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/526f01c9-1509-4819-8be6-8617b7d6c959/766a.mp3
kihkām,Scold him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3ec20ed9-3550-49a3-be3f-bf5976605e61/240a.mp3
kihkāmāw,He is scolded.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/150610fb-d4fe-4ec2-a54a-a89323ba87cd/649a.mp3
kihkāmēw,He scolded him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/85f2d7b9-0f5e-44a0-9999-001d80b93e4e/752aa.mp3
kihkāmin,scold me,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7ee5ef0a-6e8d-40e0-9707-874bdd2258f7/477a.mp3
kihpē,prefix to a verb -past tense- means s/he came and....,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2ad214c3-bf1b-41cf-a582-3eb66351b355/28c.mp3
kihtimikan,A lazy person,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d22c7c99-d7e3-406e-8cc2-495daa3d4dae/655a.mp3
kikawacin,you are cold,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/26f8ee4e-f3f4-40d5-b477-89d5bf5194fc/625a.mp3
kimōtiw,he steals or he stole.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0db335fb-d442-4764-996e-c054987aeccb/250a.mp3
kinosesis,Baby Fish,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/81a731c1-01f0-45e1-a1c0-cdf019ee5977/458a.mp3
kinosēw,fish (one fish),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/291ef8ea-0201-4794-a055-b58661c2d175/359a.mp3
kinosēwak,fish - more than one fish (plural),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/669ae8ec-6be8-4891-a1ad-0b539912a409/657a.mp3
kinwēs,for a long time,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/aadcb5ca-1074-43ab-a262-400d65ee71c1/280a.mp3
kipaha,shut it (inanimate object),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/13c77d6b-e599-4888-b9f3-2a92d0da0936/217a.mp3
kipaha-kitōn,Shut your mouth!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ec9f9457-5cd8-4bab-a577-790ca7efcdaa/863a.mp3
kipatahtam,he faints or he fainted,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bc08ad78-c2ed-45b8-8884-7243de4731e3/659a.mp3
kipē,you have come to...(prefix to verb) swim,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cee92110-81c6-4bf2-9a4c-f36328cc431d/20a.mp3
kipiskam,she blocks the way,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/60aea778-9a36-4c22-a0cd-20dd62bee72e/428a.mp3
kipiskaw,Block him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/660659ab-8076-4d58-a6a9-79a5a537a940/427a.mp3
kipōyon,You have quit,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4d1fbfef-c47b-4174-a608-1af34b6eb80c/429a.mp3
kisāstaw,Sort of; kind of; It seems like...,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2e047c6e-dc27-426f-9355-6c85d62f8f9f/554a.mp3
kisēpēkinīkēwin,The act of doing laundry or washing clothes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/986cf8c7-31a0-455d-bf71-ac4add6c36b9/954a.mp3
kisēpiyākanē,Wash the dishes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ebb3d666-3e79-4129-9975-c89d3fbc5979/1021a.mp3
kisikwatiw,He/she is heavy,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5f20abff-9eea-4d14-8a89-6069cb7dabd1/788a.mp3
kisin,It is cold.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ed7734c6-ac85-445b-9168-fbbb0fc2b3af/101a.mp3
kisinpēsim,Cold month,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/71935903-93bb-4ace-885d-9917319c7740/759a.mp3
kisiwāsōw,He is angry,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4f29c5a5-0d3c-4782-a6ed-e53b1c507807/737a.mp3
